areaAsM2,minRange,maxRange,avEchoStrength,minEchoStrength,maxEchoStrength,cluster
0,60046.44531,60046.44531,2,2,2,1
0,60169.49219,60169.49219,1,1,2,1
0,2460.919922,2460.919922,1,1,1,2
0,3260.718994,3260.718994,3,2,5,2
0,3814.426025,3814.426025,7,1,15,2
0,10766.52441,10766.52441,1,1,1,2
0,35314.20313,35314.20313,1,1,1,0
0,3445.287842,3445.287842,8,1,15,2
0,9474.541992,9474.541992,1,1,1,2
0,10151.29492,10151.29492,1,1,1,2
0,10766.52441,10766.52441,2,2,2,2
0,30515.4082,30515.4082,1,1,1,0
0,36913.80078,36913.80078,1,1,2,0
0,50448.85938,50448.85938,1,1,1,1
0,54263.28516,54263.28516,1,1,1,1
0,3322.241943,3322.241943,5,5,5,2
0,32361.09766,32361.09766,1,1,1,0
0,32545.66602,32545.66602,1,1,1,0
0,32238.05078,32238.05078,1,1,1,0
0,43681.32813,43681.32813,1,1,1,1
0,62876.50391,62876.50391,1,1,1,1
0,53894.14844,53894.14844,1,1,1,1
0,20548.68164,20548.68164,1,1,1,0
0,46019.20313,46019.20313,1,1,2,1
0,26393.36719,26393.36719,1,1,1,0
0,60292.53906,60292.53906,1,1,1,1
0,40236.04297,40236.04297,1,1,1,1
0,56970.29688,56970.29688,1,1,1,1
0,52786.73438,52786.73438,1,1,1,1
0,27869.91797,27869.91797,1,1,1,0
0,13104.39844,13104.39844,1,1,1,2
0,49833.62891,49833.62891,1,1,1,1
0,8551.697266,8551.697266,1,1,1,2
0,2583.966064,2583.966064,3,2,6,2
0,4860.316895,4860.316895,1,1,1,2
0,53155.87109,53155.87109,1,1,1,1
0,58815.98828,58815.98828,1,1,1,1
0,58939.03125,58939.03125,1,1,2,1
0,49341.44531,49341.44531,1,1,1,1
0,22578.94141,22578.94141,1,1,1,0
0,10766.52441,10766.52441,1,1,1,2
0,52663.6875,52663.6875,1,1,1,1
0,62507.36719,62507.36719,1,1,2,1
0,3629.856934,3629.856934,14,11,15,2
0,5229.455078,5229.455078,1,1,1,2
0,5721.638672,5721.638672,1,1,1,2
0,48849.26172,48849.26172,1,1,1,1
0,52171.50391,52171.50391,1,1,1,1
0,54755.46875,54755.46875,1,1,1,1
0,61399.95313,61399.95313,1,1,1,1
0,4983.362793,4983.362793,1,1,1,2
0,57831.61719,57831.61719,1,1,1,1
0,9782.157227,9782.157227,1,1,1,2
0,52786.73438,52786.73438,1,1,1,1
0,55739.83594,55739.83594,1,1,1,1
0,26577.93555,26577.93555,1,1,1,0
0,30884.54492,30884.54492,1,1,1,0
0,3629.856934,3629.856934,3,3,4,2
0,62876.50391,62876.50391,1,1,1,1
0,62384.32031,62384.32031,1,1,1,1
0,40728.22656,40728.22656,1,1,1,1
0,48972.30859,48972.30859,1,1,1,1
0,37959.69141,37959.69141,1,1,1,0
0,54017.19141,54017.19141,1,1,1,1
0,53771.10156,53771.10156,2,2,2,1
0,57708.57422,57708.57422,1,1,1,1
0,58939.03125,58939.03125,1,1,1,1
0,46019.20313,46019.20313,1,1,1,1
0,52048.45703,52048.45703,1,1,2,1
0,50694.94922,50694.94922,1,1,1,1
0,57954.66406,57954.66406,1,1,1,1
0,20364.11328,20364.11328,1,1,1,0
0,52663.6875,52663.6875,1,1,1,1
0,1907.213013,1907.213013,1,1,1,2
0,3445.287842,3445.287842,7,2,12,2
0,4737.270996,4737.270996,1,1,1,2
0,17718.62305,17718.62305,3,1,10,0
0,20733.25,20733.25,1,1,1,0
0,58815.98828,58815.98828,1,1,1,1
0,21471.52734,21471.52734,1,1,1,0
0,37652.07422,37652.07422,1,1,1,0
0,50448.85938,50448.85938,1,1,1,1
0,58815.98828,58815.98828,2,2,2,1
0,14642.47363,14642.47363,4,1,10,2
0,14888.56543,14888.56543,3,1,10,2
0,19810.40625,19810.40625,3,1,7,0
0,36852.27734,36852.27734,1,1,1,0
0,6213.822754,6213.822754,2,2,2,2
0,10889.57031,10889.57031,1,1,1,2
0,17349.48633,17349.48633,2,1,3,0
0,22455.89453,22455.89453,1,1,2,0
0,50448.85938,50448.85938,1,1,1,1
0,5352.500977,5352.500977,1,1,2,2
0,5844.685059,5844.685059,1,1,1,2
0,19318.2207,19318.2207,2,1,6,0
0,17226.43945,17226.43945,1,1,1,0
0,24609.19922,24609.19922,1,1,2,0
0,13535.05957,13535.05957,2,1,8,2
0,16180.54883,16180.54883,1,1,1,0
0,16857.30078,16857.30078,1,1,1,0
0,17841.66992,17841.66992,1,1,1,0
0,20487.1582,20487.1582,1,1,1,0
0,21040.86523,21040.86523,1,1,1,0
0,21163.91211,21163.91211,3,1,4,0
0,54632.42188,54632.42188,1,1,1,1
0,9413.018555,9413.018555,1,1,1,2
0,11812.41602,11812.41602,2,1,4,2
0,14396.38184,14396.38184,1,1,2,2
0,16242.07129,16242.07129,2,1,5,0
0,16488.16406,16488.16406,1,1,3,0
0,61030.81641,61030.81641,1,1,1,1
0,1599.598022,1599.598022,1,1,3,2
0,3199.196045,3199.196045,2,2,2,2
0,3383.764893,3383.764893,4,2,6,2
0,11566.32422,11566.32422,1,1,2,2
0,13350.49121,13350.49121,1,1,1,2
0,15011.61133,15011.61133,1,1,1,2
0,16980.34766,16980.34766,2,1,6,0
0,21348.48047,21348.48047,1,1,1,0
0,57339.43359,57339.43359,1,1,1,1
0,12304.59961,12304.59961,1,1,3,2
0,16672.73242,16672.73242,1,1,1,0
0,21040.86523,21040.86523,2,2,2,0
0,26947.07422,26947.07422,1,1,1,0
0,19195.17578,19195.17578,1,1,1,0
0,20364.11328,20364.11328,1,1,1,0
0,23686.35547,23686.35547,1,1,1,0
0,58200.75781,58200.75781,1,1,1,1
0,1784.166992,1784.166992,2,2,2,2
0,12673.7373,12673.7373,1,1,3,2
0,16611.20898,16611.20898,2,1,5,0
0,22948.07813,22948.07813,1,1,1,0
0,61399.95313,61399.95313,1,1,2,1
0,2460.919922,2460.919922,1,1,1,2
0,12181.55371,12181.55371,1,1,1,2
0,13104.39844,13104.39844,1,1,2,2
0,14642.47363,14642.47363,1,1,2,2
0,18764.51367,18764.51367,1,1,1,0
0,60784.72266,60784.72266,1,1,1,1
0,30023.22266,30023.22266,1,1,1,0
0,38267.30469,38267.30469,1,1,1,0
0,43312.19141,43312.19141,1,1,1,1
0,52171.50391,52171.50391,1,1,1,1
0,59677.30859,59677.30859,1,1,1,1
0,60907.76953,60907.76953,1,1,1,1
0,11504.80078,11504.80078,1,1,1,2
0,19072.12891,19072.12891,1,1,2,0
0,19748.88281,19748.88281,1,1,1,0
0,21348.48047,21348.48047,1,1,2,0
0,2583.966064,2583.966064,5,1,11,2
0,10335.86426,10335.86426,1,1,1,2
0,10458.91016,10458.91016,1,1,2,2
0,10705.00195,10705.00195,1,1,3,2
0,16365.11816,16365.11816,1,1,2,0
0,60169.49219,60169.49219,1,1,1,1
0,5106.408691,5106.408691,1,1,1,2
0,12858.30664,12858.30664,1,1,1,2
0,14765.51953,14765.51953,1,1,1,2
0,21348.48047,21348.48047,1,1,2,0
0,25408.99805,25408.99805,1,1,1,0
0,17780.14648,17780.14648,1,1,1,0
0,21533.04883,21533.04883,1,1,3,0
0,21656.0957,21656.0957,2,1,4,0
0,1784.166992,1784.166992,8,8,9,2
0,1907.213013,1907.213013,1,1,2,2
0,12858.30664,12858.30664,1,1,1,2
0,59554.26172,59554.26172,1,1,1,1
0,1661.120972,1661.120972,1,1,1,2
0,18272.33008,18272.33008,1,1,1,0
0,16180.54883,16180.54883,1,1,1,0
0,16365.11816,16365.11816,1,1,2,0
0,18764.51367,18764.51367,1,1,1,0
0,21902.1875,21902.1875,1,1,1,0
0,23009.60156,23009.60156,1,1,1,0
0,23194.16992,23194.16992,1,1,1,0
0,38144.25781,38144.25781,1,1,1,0
0,58446.84766,58446.84766,1,1,1,1
0,13781.15137,13781.15137,2,1,5,2
0,11627.84668,11627.84668,1,1,1,2
0,11996.98438,11996.98438,2,2,2,2
0,17103.39453,17103.39453,1,1,3,0
0,19072.12891,19072.12891,1,1,1,0
0,9228.450195,9228.450195,2,1,3,2
0,10089.77148,10089.77148,3,1,6,2
0,12673.7373,12673.7373,1,1,3,2
0,15073.13477,15073.13477,2,2,3,0
0,17718.62305,17718.62305,1,1,2,0
0,21348.48047,21348.48047,1,1,1,0
0,22332.84766,22332.84766,1,1,1,0
0,9105.404297,9105.404297,1,1,1,2
0,9966.725586,9966.725586,1,1,2,2
0,10643.47852,10643.47852,1,1,1,2
0,14888.56543,14888.56543,1,1,1,2
0,16980.34766,16980.34766,1,1,1,0
0,17903.19336,17903.19336,1,1,1,0
0,50448.85938,50448.85938,1,1,1,1
0,12550.69141,12550.69141,1,1,1,2
0,24793.76758,24793.76758,1,1,1,0
0,16365.11816,16365.11816,1,1,3,0
0,20118.02148,20118.02148,1,1,1,0
0,21963.71094,21963.71094,1,1,1,0
0,24609.19922,24609.19922,1,1,1,0
0,16734.25586,16734.25586,1,1,2,0
0,16734.25586,16734.25586,1,1,1,0
0,21963.71094,21963.71094,1,1,1,0
0,13719.62891,13719.62891,1,1,1,2
0,15565.31836,15565.31836,1,1,1,0
0,20056.49805,20056.49805,1,1,2,0
0,8736.265625,8736.265625,3,1,13,2
0,11197.18555,11197.18555,1,1,3,2
0,12735.26074,12735.26074,1,1,1,2
0,13535.05957,13535.05957,3,1,8,2
0,14273.33594,14273.33594,1,1,1,2
0,16180.54883,16180.54883,2,2,2,0
0,16918.82422,16918.82422,1,1,1,0
0,17964.71484,17964.71484,1,1,2,0
0,20241.06641,20241.06641,1,1,1,0
0,15011.61133,15011.61133,2,1,4,2
0,16611.20898,16611.20898,2,1,5,0
0,17841.66992,17841.66992,1,1,2,0
0,21902.1875,21902.1875,1,1,1,0
0,58446.84766,58446.84766,2,2,2,1
0,60538.62891,60538.62891,1,1,2,1
0,9043.880859,9043.880859,1,1,1,2
0,9351.496094,9351.496094,1,1,4,2
0,9536.064453,9536.064453,1,1,1,2
0,12919.83008,12919.83008,3,1,10,2
0,13227.44434,13227.44434,1,1,1,2
0,13412.01367,13412.01367,2,1,3,2
0,13781.15137,13781.15137,3,1,6,2
0,16918.82422,16918.82422,1,1,1,0
0,62630.41406,62630.41406,1,1,1,1
0,1907.213013,1907.213013,12,12,12,2
0,9228.450195,9228.450195,1,1,1,2
0,14027.24414,14027.24414,2,1,3,2
0,14211.8125,14211.8125,1,1,2,2
0,44296.55859,44296.55859,1,1,1,1
0,54755.46875,54755.46875,1,1,1,1
0,9782.157227,9782.157227,1,1,1,2
0,11012.61719,11012.61719,2,2,2,2
0,18149.28516,18149.28516,1,1,1,0
0,9228.450195,9228.450195,1,1,1,2
0,17841.66992,17841.66992,1,1,1,0
0,18702.99219,18702.99219,1,1,3,0
0,19010.60742,19010.60742,1,1,2,0
0,20056.49805,20056.49805,2,1,3,0
0,20856.29688,20856.29688,1,1,1,0
0,41466.5,41466.5,1,1,1,1
0,62507.36719,62507.36719,1,1,2,1
0,62876.50391,62876.50391,1,1,1,1
0,6706.006836,6706.006836,1,1,2,2
0,9536.064453,9536.064453,1,1,1,2
0,14273.33594,14273.33594,2,1,4,2
0,15196.18066,15196.18066,2,1,3,0
0,15749.8877,15749.8877,1,1,3,0
0,20671.72852,20671.72852,1,1,1,0
0,49341.44531,49341.44531,2,2,2,1
0,51556.27344,51556.27344,1,1,2,1
0,19625.83594,19625.83594,1,1,1,0
0,46388.33984,46388.33984,1,1,1,1
0,15565.31836,15565.31836,2,2,2,0
0,18518.42188,18518.42188,1,1,1,0
0,19441.26758,19441.26758,1,1,1,0
0,19810.40625,19810.40625,2,1,3,0
0,17287.96289,17287.96289,1,1,1,0
0,18887.56055,18887.56055,1,1,1,0
0,19318.2207,19318.2207,1,1,1,0
0,57831.61719,57831.61719,1,1,1,1
0,14642.47363,14642.47363,2,1,4,2
0,19441.26758,19441.26758,1,1,1,0
0,58016.1875,58016.1875,1,1,1,1
0,13535.05957,13535.05957,2,1,6,2
0,14396.38184,14396.38184,3,2,6,2
0,15011.61133,15011.61133,2,1,7,2
0,4860.316895,4860.316895,1,1,1,2
0,8428.650391,8428.650391,1,1,1,2
0,14950.08887,14950.08887,2,2,2,2
0,15749.8877,15749.8877,3,1,9,0
0,20610.20508,20610.20508,1,1,1,0
0,48110.98438,48110.98438,1,1,1,1
0,14273.33594,14273.33594,1,1,1,2
0,21286.95703,21286.95703,1,1,2,0
0,23809.40039,23809.40039,1,1,1,0
0,3260.718994,3260.718994,1,1,1,2
0,8428.650391,8428.650391,1,1,1,2
0,20548.68164,20548.68164,1,1,1,0
0,21533.04883,21533.04883,1,1,1,0
0,21717.61914,21717.61914,1,1,1,0
0,33960.69531,33960.69531,1,1,1,0
0,8736.265625,8736.265625,2,1,6,2
0,13042.87598,13042.87598,2,1,4,2
0,16918.82422,16918.82422,1,1,1,0
0,17349.48633,17349.48633,1,1,1,0
0,17472.53125,17472.53125,1,1,3,0
0,23501.78516,23501.78516,1,1,3,0
0,62630.41406,62630.41406,1,1,2,1
0,18210.80859,18210.80859,1,1,2,0
0,21533.04883,21533.04883,1,1,1,0
0,12427.64551,12427.64551,2,1,4,2
0,14027.24414,14027.24414,5,1,10,2
0,8551.697266,8551.697266,1,1,3,2
0,13350.49121,13350.49121,1,1,1,2
0,19133.65234,19133.65234,1,1,1,0
0,20548.68164,20548.68164,2,1,5,0
0,22394.37109,22394.37109,1,1,2,0
0,26885.55078,26885.55078,1,1,1,0
0,60538.62891,60538.62891,1,1,1,1
0,5598.592773,5598.592773,1,1,1,2
0,12735.26074,12735.26074,2,1,3,2
0,16180.54883,16180.54883,1,1,1,0
0,16365.11816,16365.11816,2,1,4,0
0,18026.23828,18026.23828,1,1,1,0
0,22271.32617,22271.32617,1,1,1,0
0,24486.1543,24486.1543,1,1,2,0
0,11197.18555,11197.18555,1,1,1,2
0,11935.46191,11935.46191,1,1,2,2
0,12304.59961,12304.59961,1,1,1,2
0,14150.29004,14150.29004,1,1,4,2
0,14580.95117,14580.95117,1,1,1,2
0,17718.62305,17718.62305,2,1,3,0
0,18333.85352,18333.85352,1,1,2,0
0,19625.83594,19625.83594,1,1,1,0
0,20425.63477,20425.63477,1,1,1,0
0,52417.59375,52417.59375,1,1,1,1
0,9228.450195,9228.450195,1,1,2,2
0,16611.20898,16611.20898,1,1,3,0
0,17472.53125,17472.53125,3,1,8,0
0,9843.679688,9843.679688,1,1,1,2
0,20425.63477,20425.63477,1,1,1,0
0,19256.69922,19256.69922,1,1,1,0
0,14457.9043,14457.9043,1,1,1,2
0,14519.42773,14519.42773,2,1,5,2
0,21902.1875,21902.1875,1,1,1,0
0,2399.396973,2399.396973,15,15,15,2
0,10397.38672,10397.38672,1,1,1,2
0,15995.97949,15995.97949,1,1,2,0
0,16426.64063,16426.64063,1,1,1,0
0,17841.66992,17841.66992,1,1,3,0
0,18518.42188,18518.42188,1,1,1,0
0,59923.40234,59923.40234,1,1,1,1
0,10581.95605,10581.95605,1,1,3,2
0,11935.46191,11935.46191,1,1,3,2
0,15503.7959,15503.7959,1,1,2,0
0,17103.39453,17103.39453,1,1,1,0
0,17287.96289,17287.96289,1,1,1,0
0,18149.28516,18149.28516,2,2,2,0
0,19564.31445,19564.31445,1,1,1,0
0,19748.88281,19748.88281,1,1,1,0
0,31684.34375,31684.34375,1,1,1,0
0,11627.84668,11627.84668,1,1,1,2
0,13227.44434,13227.44434,1,1,1,2
0,16611.20898,16611.20898,1,1,1,0
0,20487.1582,20487.1582,1,1,3,0
0,61153.85938,61153.85938,1,1,1,1
0,984.367981,984.367981,1,1,1,2
0,23132.64844,23132.64844,1,1,2,0
0,26393.36719,26393.36719,1,1,1,0
0,32853.28125,32853.28125,1,1,1,0
0,38267.30469,38267.30469,1,1,1,0
0,62753.45703,62753.45703,1,1,1,1
0,11197.18555,11197.18555,1,1,3,2
0,18579.94531,18579.94531,2,1,6,0
0,24240.0625,24240.0625,1,1,1,0
0,57831.61719,57831.61719,1,1,1,1
0,9289.972656,9289.972656,1,1,1,2
0,10889.57031,10889.57031,1,1,1,2
0,14888.56543,14888.56543,1,1,2,2
0,16242.07129,16242.07129,1,1,1,0
0,16426.64063,16426.64063,1,1,2,0
0,18887.56055,18887.56055,1,1,2,0
0,24793.76758,24793.76758,1,1,2,0
0,17780.14648,17780.14648,1,1,2,0
0,18456.90039,18456.90039,1,1,1,0
0,24609.19922,24609.19922,1,1,1,0
0,28915.80859,28915.80859,1,1,1,0
0,11504.80078,11504.80078,1,1,1,2
0,11996.98438,11996.98438,1,1,1,2
0,12243.07715,12243.07715,1,1,1,2
0,13719.62891,13719.62891,1,1,1,2
0,13350.49121,13350.49121,1,1,1,2
0,15196.18066,15196.18066,1,1,1,0
0,18887.56055,18887.56055,1,1,1,0
0,19133.65234,19133.65234,1,1,1,0
0,27808.39453,27808.39453,1,1,1,0
0,53155.87109,53155.87109,1,1,2,1
0,2399.396973,2399.396973,2,1,5,2
0,11996.98438,11996.98438,1,1,1,2
0,13104.39844,13104.39844,1,1,1,2
0,20425.63477,20425.63477,1,1,2,0
0,21410.00391,21410.00391,1,1,2,0
0,21594.57227,21594.57227,1,1,1,0
0,21840.66406,21840.66406,1,1,1,0
0,54140.23828,54140.23828,1,1,1,1
0,58200.75781,58200.75781,1,1,1,1
0,41528.02344,41528.02344,1,1,1,1
0,56355.06641,56355.06641,1,1,1,1
0,58692.94141,58692.94141,2,2,2,1
0,58200.75781,58200.75781,1,1,1,1
0,12550.69141,12550.69141,2,1,3,2
0,12858.30664,12858.30664,1,1,1,2
0,43312.19141,43312.19141,1,1,1,1
0,56355.06641,56355.06641,1,1,1,1
0,15995.97949,15995.97949,1,1,2,0
0,6459.915039,6459.915039,1,1,1,2
0,15872.93359,15872.93359,1,1,1,0
0,62630.41406,62630.41406,1,1,1,1
0,15073.13477,15073.13477,1,1,1,0
0,31868.91406,31868.91406,1,1,1,0
0,48357.07813,48357.07813,1,1,1,1
0,12427.64551,12427.64551,2,1,3,2
0,18887.56055,18887.56055,1,1,2,0
0,24547.67578,24547.67578,1,1,1,0
0,16795.7793,16795.7793,1,1,1,0
0,19933.45117,19933.45117,1,1,3,0
0,62630.41406,62630.41406,1,1,2,1
0,19318.2207,19318.2207,1,1,3,0
0,19810.40625,19810.40625,1,1,2,0
0,17226.43945,17226.43945,1,1,2,0
0,19195.17578,19195.17578,1,1,1,0
0,19625.83594,19625.83594,1,1,1,0
0,21471.52734,21471.52734,1,1,1,0
0,13350.49121,13350.49121,1,1,1,2
0,19318.2207,19318.2207,1,1,1,0
0,21656.0957,21656.0957,2,1,4,0
0,16426.64063,16426.64063,1,1,1,0
0,56724.20313,56724.20313,1,1,1,1
0,11750.89258,11750.89258,3,1,9,2
0,16242.07129,16242.07129,1,1,2,0
0,2337.874023,2337.874023,6,1,15,2
0,12919.83008,12919.83008,2,1,5,2
0,13781.15137,13781.15137,1,1,3,2
0,15626.8418,15626.8418,2,1,6,0
0,17411.00781,17411.00781,1,1,1,0
0,19379.74414,19379.74414,1,1,2,0
0,20302.58984,20302.58984,1,1,3,0
0,13350.49121,13350.49121,1,1,1,2
0,17472.53125,17472.53125,2,1,4,0
0,17964.71484,17964.71484,1,1,1,0
0,14027.24414,14027.24414,1,1,2,2
0,15319.22656,15319.22656,2,1,3,0
0,16857.30078,16857.30078,1,1,3,0
0,17103.39453,17103.39453,1,1,4,0
0,20364.11328,20364.11328,1,1,2,0
0,62015.18359,62015.18359,1,1,1,1
0,12919.83008,12919.83008,1,1,4,2
0,14150.29004,14150.29004,3,1,6,2
0,15134.65723,15134.65723,1,1,3,0
0,15503.7959,15503.7959,1,1,1,0
0,15995.97949,15995.97949,2,1,4,0
0,40482.13281,40482.13281,1,1,1,1
0,16119.02539,16119.02539,2,1,5,0
0,21533.04883,21533.04883,1,1,1,0
0,22025.23438,22025.23438,1,1,1,0
0,14765.51953,14765.51953,4,1,9,2
0,19133.65234,19133.65234,1,1,1,0
0,46634.43359,46634.43359,1,1,1,1
0,12735.26074,12735.26074,1,1,1,2
0,14027.24414,14027.24414,2,1,5,2
0,16980.34766,16980.34766,1,1,2,0
0,17164.91602,17164.91602,1,1,2,0
0,58077.71094,58077.71094,1,1,2,1
0,2337.874023,2337.874023,1,1,2,2
0,12796.78418,12796.78418,1,1,1,2
0,15319.22656,15319.22656,2,1,3,0
0,19687.35938,19687.35938,1,1,1,0
0,22209.80273,22209.80273,1,1,1,0
0,15134.65723,15134.65723,1,1,3,0
0,16242.07129,16242.07129,1,1,4,0
0,18210.80859,18210.80859,1,1,3,0
0,18395.37695,18395.37695,1,1,2,0
0,14519.42773,14519.42773,2,1,3,2
0,16857.30078,16857.30078,2,1,6,0
0,18887.56055,18887.56055,1,1,1,0
0,19195.17578,19195.17578,1,1,1,0
0,12796.78418,12796.78418,3,1,8,2
0,17287.96289,17287.96289,1,1,1,0
0,41958.68359,41958.68359,1,1,1,1
0,61399.95313,61399.95313,1,1,1,1
0,12243.07715,12243.07715,1,1,2,2
0,13842.6748,13842.6748,1,1,1,2
0,19810.40625,19810.40625,1,1,1,0
0,36667.70703,36667.70703,1,1,1,0
0,19933.45117,19933.45117,1,1,3,0
0,22209.80273,22209.80273,1,1,1,0
0,14642.47363,14642.47363,1,1,3,2
0,14950.08887,14950.08887,1,1,2,2
0,17595.57813,17595.57813,3,1,10,0
0,16611.20898,16611.20898,1,1,3,0
0,17411.00781,17411.00781,1,1,1,0
0,246.0919952,246.0919952,1,1,1,2
0,15380.75,15380.75,1,1,2,0
0,16488.16406,16488.16406,1,1,2,0
0,19256.69922,19256.69922,1,1,1,0
0,12612.21484,12612.21484,1,1,1,2
0,13658.10547,13658.10547,1,1,1,2
0,13842.6748,13842.6748,1,1,1,2
0,14457.9043,14457.9043,1,1,2,2
0,22209.80273,22209.80273,1,1,1,0
0,13842.6748,13842.6748,1,1,3,2
0,28669.7168,28669.7168,1,1,1,0
0,2214.827881,2214.827881,1,1,1,2
0,13658.10547,13658.10547,1,1,1,2
0,9966.725586,9966.725586,3,1,6,2
0,62384.32031,62384.32031,1,1,1,1
0,15257.7041,15257.7041,2,1,5,0
0,15565.31836,15565.31836,1,1,1,0
0,24916.81445,24916.81445,1,1,1,0
0,58077.71094,58077.71094,1,1,1,1
0,9720.633789,9720.633789,2,1,4,2
0,17472.53125,17472.53125,1,1,2,0
0,13350.49121,13350.49121,1,1,2,2
0,18333.85352,18333.85352,2,1,4,0
0,14027.24414,14027.24414,3,1,6,2
0,14580.95117,14580.95117,1,1,1,2
0,18826.03711,18826.03711,2,1,3,0
0,19195.17578,19195.17578,1,1,3,0
0,20302.58984,20302.58984,1,1,1,0
0,6706.006836,6706.006836,1,1,2,2
0,14211.8125,14211.8125,1,1,2,2
0,25408.99805,25408.99805,1,1,1,0
0,4368.132813,4368.132813,2,2,3,2
0,13904.19727,13904.19727,1,1,1,2
0,5352.500977,5352.500977,1,1,2,2
0,12981.35254,12981.35254,1,1,2,2
0,16242.07129,16242.07129,1,1,1,0
0,55370.69922,55370.69922,1,1,1,1
0,9413.018555,9413.018555,2,2,2,2
0,15134.65723,15134.65723,1,1,3,0
0,17287.96289,17287.96289,1,1,1,0
0,246.0919952,246.0919952,3,2,4,2
0,12673.7373,12673.7373,2,1,3,2
0,21040.86523,21040.86523,1,1,2,0
0,15749.8877,15749.8877,3,1,6,0
0,16488.16406,16488.16406,2,1,3,0
0,17780.14648,17780.14648,1,1,2,0
0,17964.71484,17964.71484,2,2,2,0
0,18149.28516,18149.28516,1,1,1,0
0,22332.84766,22332.84766,1,1,1,0
0,58446.84766,58446.84766,1,1,1,1
0,14519.42773,14519.42773,1,1,1,2
0,14703.99707,14703.99707,1,1,2,2
0,16365.11816,16365.11816,1,1,1,0
0,11566.32422,11566.32422,1,1,3,2
0,14396.38184,14396.38184,1,1,3,2
0,16672.73242,16672.73242,1,1,1,0
0,52663.6875,52663.6875,1,1,1,1
0,61769.08984,61769.08984,1,1,1,1
0,13535.05957,13535.05957,3,1,8,2
0,14888.56543,14888.56543,2,1,4,2
0,17287.96289,17287.96289,1,1,1,0
0,19072.12891,19072.12891,2,1,4,0
0,16119.02539,16119.02539,1,1,3,0
0,14765.51953,14765.51953,2,2,2,2
0,18087.76172,18087.76172,1,1,1,0
0,11504.80078,11504.80078,1,1,2,2
0,14150.29004,14150.29004,1,1,3,2
0,12858.30664,12858.30664,1,1,1,2
0,13719.62891,13719.62891,2,1,3,2
0,17718.62305,17718.62305,2,1,5,0
0,14519.42773,14519.42773,1,1,2,2
0,13227.44434,13227.44434,1,1,1,2
0,17103.39453,17103.39453,1,1,1,0
0,13904.19727,13904.19727,3,1,9,2
0,14642.47363,14642.47363,2,2,3,2
0,18579.94531,18579.94531,1,1,2,0
0,21410.00391,21410.00391,2,1,4,0
0,14457.9043,14457.9043,1,1,1,2
0,14765.51953,14765.51953,1,1,2,2
0,16549.6875,16549.6875,1,1,1,0
0,16365.11816,16365.11816,1,1,1,0
0,17349.48633,17349.48633,2,1,6,0
0,3814.426025,3814.426025,1,1,1,2
0,20118.02148,20118.02148,1,1,1,0
0,20425.63477,20425.63477,1,1,1,0
0,14888.56543,14888.56543,2,1,4,2
0,16303.59473,16303.59473,1,1,1,0
0,16857.30078,16857.30078,2,1,6,0
0,15380.75,15380.75,2,1,4,0
0,54878.51563,54878.51563,1,1,1,1
0,21102.38867,21102.38867,1,1,1,0
0,18764.51367,18764.51367,2,2,3,0
0,56847.25,56847.25,1,1,2,1
0,17780.14648,17780.14648,1,1,1,0
0,15011.61133,15011.61133,1,1,2,2
0,16365.11816,16365.11816,2,2,2,0
0,16549.6875,16549.6875,1,1,2,0
0,16734.25586,16734.25586,1,1,1,0
0,14642.47363,14642.47363,3,1,9,2
0,3814.426025,3814.426025,1,1,1,2
0,14334.8584,14334.8584,4,2,5,2
0,15196.18066,15196.18066,1,1,1,0
0,60292.53906,60292.53906,1,1,1,1
0,15503.7959,15503.7959,2,1,5,0
0,18518.42188,18518.42188,1,1,1,0
0,13227.44434,13227.44434,1,1,1,2
0,14950.08887,14950.08887,1,1,2,2
0,15319.22656,15319.22656,1,1,1,0
0,26885.55078,26885.55078,1,1,1,0
0,55616.78906,55616.78906,1,1,1,1
0,16549.6875,16549.6875,1,1,1,0
0,48110.98438,48110.98438,1,1,1,1
0,3875.948975,3875.948975,1,1,2,2
0,16057.50293,16057.50293,1,1,1,0
0,18702.99219,18702.99219,2,1,4,0
0,21840.66406,21840.66406,1,1,1,0
0,4122.041016,4122.041016,1,1,1,2
0,14827.04297,14827.04297,2,1,7,2
0,21471.52734,21471.52734,1,1,1,0
0,21656.0957,21656.0957,1,1,2,0
0,15319.22656,15319.22656,2,2,2,0
0,13042.87598,13042.87598,2,1,5,2
0,14642.47363,14642.47363,2,1,3,2
0,16918.82422,16918.82422,1,1,1,0
0,13227.44434,13227.44434,1,1,2,2
0,18026.23828,18026.23828,1,1,2,0
0,19810.40625,19810.40625,3,1,6,0
0,21471.52734,21471.52734,1,1,1,0
0,15503.7959,15503.7959,2,1,6,0
0,22332.84766,22332.84766,1,1,1,0
0,27869.91797,27869.91797,1,1,1,0
0,15380.75,15380.75,1,1,1,0
0,19687.35938,19687.35938,1,1,2,0
0,28669.7168,28669.7168,1,1,1,0
0,16980.34766,16980.34766,1,1,3,0
0,17349.48633,17349.48633,1,1,3,0
0,15196.18066,15196.18066,1,1,1,0
0,18456.90039,18456.90039,2,1,5,0
0,3875.948975,3875.948975,1,1,2,2
0,18333.85352,18333.85352,1,1,2,0
0,18826.03711,18826.03711,1,1,3,0
0,21533.04883,21533.04883,2,1,4,0
0,21410.00391,21410.00391,1,1,2,0
0,60415.58594,60415.58594,1,1,1,1
0,62384.32031,62384.32031,1,1,1,1
